gateway ID,node MAC,UTC timestamp,us count,frequency,RF chain,RX chain,status,size,modulation,bandwidth,datarate,coderate,RSSI,SNR,ESP,payload,gx,gy,gz,nx,ny,nz,hori_d,3d_d,i,j
B827EBFFFEEEC460,,2022-10-24 04:20:55.957Z,126616452,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-72,6.25,-72.92,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:20:57.459Z,128119676,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-71,5.75,-72.02,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:20:58.961Z,129622892,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-71,7.25,-71.75,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:00.467Z,131126100,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-73,6.75,-73.83,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:01.968Z,132629316,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-70,6.75,-70.83,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:03.471Z,134132524,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-72,6.75,-72.83,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:04.975Z,135635740,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-70,6.25,-70.92,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:06.479Z,137138956,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-71,6,-71.97,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:07.982Z,138642172,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-71,6,-71.97,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:09.484Z,140145380,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-73,5.75,-74.02,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:10.989Z,141648596,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-72,7,-72.79,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:12.492Z,143151812,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-73,7,-73.79,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:13.993Z,144655036,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-72,6.25,-72.92,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:15.498Z,146158252,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-72,6.75,-72.83,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:17.002Z,147661460,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-69,6.75,-69.83,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:18.503Z,149164668,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-71,6.75,-71.83,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
