"gateway ID","node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","status","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
B827EBFFFEEEC460,,2022-09-09 15:19:17.380Z,4182630052,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-111,-13.5,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,30,39,-17.2, -9.5"
B827EBFFFEEEC460,,2022-09-09 15:19:18.881Z,4184130204,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-109,-14,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,31,30,-17.8,-11.0"
B827EBFFFEEEC460,,2022-09-09 15:19:20.380Z,4185630356,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-111,-13.5,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,31,31,-17.8,-11.2"
B827EBFFFEEEC460,,2022-09-09 15:19:21.878Z,4187130508,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-14.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,31,32,-17.0,-10.8"
B827EBFFFEEEC460,,2022-09-09 15:19:23.379Z,4188630660,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-111,-14.5,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,31,33,-17.8,-10.2"
B827EBFFFEEEC460,,2022-09-09 15:19:24.877Z,4190130812,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-111,-15.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,31,34,-18.8,-10.8"
B827EBFFFEEEC460,,2022-09-09 15:19:26.378Z,4191630972,904300000,0,2,CRC_BAD,32,LORA,125000,SF10  ,44656,-109,-15,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,A0,30,A0,-30,30,30,30,-30,30,30,30,-30,32,31,35,-19.0, -8.0"
B827EBFFFEEEC460,,2022-09-09 15:19:27.876Z,4193131172,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-109,-15.8,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,31,36,-20.2, -9.2"
B827EBFFFEEEC460,,2022-09-09 15:19:29.377Z,4194631316,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-15.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,31,37,-17.2,-11.8"
B827EBFFFEEEC460,,2022-09-09 15:19:30.876Z,4196131468,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-107,-14,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,31,38,-17.8,-10.8"
B827EBFFFEEEC460,,2022-09-09 15:19:32.373Z,4197631636,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-107,-15,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,31,39,-18.8,-11.2"
B827EBFFFEEEC460,,2022-09-09 15:19:33.875Z,4199131780,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-11.8,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,32,30,-15.0, -8.5"
B827EBFFFEEEC460,,2022-09-09 15:19:35.373Z,4200631932,904300000,0,2,CRC_BAD,32,LORA,125000,SF10  ,44656,-108,-14.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,90,A0,A9,-03,39,39,30,-30,32,32,31,-19.0, -8.8"
B827EBFFFEEEC460,,2022-09-09 15:19:36.874Z,4202132092,904300000,0,2,CRC_BAD,32,LORA,125000,SF10  ,44656,-106,-15,"30,10,30,30,-30,30,60,56,-0A,70,33,00,-33,1C,30,33,-36,35,7C,30,-30,00,30,1A,-36,30,60,30,-1A,32,32,02,-19.8,-10.2"
B827EBFFFEEEC460,,2022-09-09 15:19:38.373Z,4203632260,904300000,0,2,CRC_BAD,32,LORA,125000,SF10  ,44656,-109,-11.2,"30,30,33,30,-30,30,30,31,-30,30,30,30,-30,30,34,30,-30,35,30,38,-30,30,30,30,-30,30,30,39,-30,32,3A,33,-19.8, -5.0"
B827EBFFFEEEC460,,2022-09-09 15:19:39.871Z,4205132412,904300000,0,2,CRC_BAD,32,LORA,125000,SF10  ,44656,-107,-12,"30,30,30,30,-30,30,30,30,-30,30,30,30,-03,F0,30,30,-30,30,30,30,-30,30,30,30,-30,30,00,00,-03,32,31,37,-20.2, -5.5"
B827EBFFFEEEC460,,2022-09-09 15:19:41.373Z,4206632572,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-106,-3.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,32,35, -7.5, -1.8"
B827EBFFFEEEC460,,2022-09-09 15:19:44.368Z,4209632876,904300000,0,2,CRC_BAD,32,LORA,125000,SF10  ,44656,-108,-13.5,"30,A0,30,39,-A9,A0,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,32,37,-19.0,-11.8"
B827EBFFFEEEC460,,2022-09-09 15:19:45.869Z,4211133044,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-107,-15.8,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,32,38,-18.2,-12.5"
B827EBFFFEEEC460,,2022-09-09 15:19:47.368Z,4212633204,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-109,-15,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,32,39,-18.0,-12.5"
B827EBFFFEEEC460,,2022-09-09 15:19:48.868Z,4214133404,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-14.8,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,33,30,-20.2,-12.5"
B827EBFFFEEEC460,,2022-09-09 15:19:50.367Z,4215633604,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-109,-14.5,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,33,31,-17.2,-11.8"
B827EBFFFEEEC460,,2022-09-09 15:19:51.868Z,4217133764,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-15.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,33,32,-19.0,-13.2"
B827EBFFFEEEC460,,2022-09-09 15:19:53.365Z,4218633964,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-15,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,32,33,33,-16.8,-13.0"
