"gateway ID","node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","status","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
B827EBFFFEEEC460,,2022-09-09 15:21:36.828Z,27180116,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-4.8,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,30,32, -7.0, -3.2"
B827EBFFFEEEC460,,2022-09-09 15:21:38.329Z,28680332,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-106,-6.5,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,30,33, -8.8, -1.8"
B827EBFFFEEEC460,,2022-09-09 15:21:39.827Z,30180508,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-107,-4.8,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,30,34, -6.5, -3.0"
B827EBFFFEEEC460,,2022-09-09 15:21:41.327Z,31680724,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-5.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,30,35, -6.5, -3.8"
B827EBFFFEEEC460,,2022-09-09 15:21:42.825Z,33180940,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-5,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,30,36, -7.8, -3.0"
B827EBFFFEEEC460,,2022-09-09 15:21:44.326Z,34681116,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-106,-5.5,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,30,37, -7.0, -3.0"
B827EBFFFEEEC460,,2022-09-09 15:21:45.827Z,36181332,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-5.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,30,38, -7.8, -3.5"
B827EBFFFEEEC460,,2022-09-09 15:21:47.324Z,37681548,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-5.5,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,30,39, -7.0, -3.2"
B827EBFFFEEEC460,,2022-09-09 15:21:48.825Z,39181724,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-108,-5.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,31,30, -7.0, -3.2"
B827EBFFFEEEC460,,2022-09-09 15:21:50.323Z,40681940,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-106,-4.8,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,31,31, -8.2, -3.2"
B827EBFFFEEEC460,,2022-09-09 15:21:51.823Z,42182164,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-107,-5.2,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,31,32, -7.8, -3.2"
B827EBFFFEEEC460,,2022-09-09 15:21:53.321Z,43682332,904300000,0,2,CRC_OK ,32,LORA,125000,SF10  ,44656,-107,-5.5,"30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,30,30,30,-30,33,31,33, -8.0, -2.8"
